source,condition
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/161e680f-3607d151.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/162995f1-c0af8a1c.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/16330b51-d822909e.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1652cc22-d45c05b5.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/165a8caf-e1ce6f38.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/165fd452-cf58c843.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/166502f9-ab43a86b.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/166bf91f-57025e08.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/167fa56d-071dd01b.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/16847a7a-19a5d9bf.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/168943ee-06992b43.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/168c3687-fdc027c9.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/16a87210-ead84786.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/16a98dc3-c4e841ab.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/16ab84df-64df23f6.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/16b0973f-d310add6.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/16b3b870-5c6bb095.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/16b8b1ad-040b953a.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/16b97566-fe1986fa.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/16c045e2-9e88bd5d.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/16dce9f0-a914a65e.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/16dd5e70-4c08081a.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/16df479d-348db332.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/16eb68f7-772fb108.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/16ed72eb-e89f2ad8.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/16f26e4b-038bc7b6.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1705aa50-8cffb1dc.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/170e3051-62c20666.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/170f07b2-1b9dc2e5.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/17199913-20a5f37d.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1720f5b0-439cebb0.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/17356806-0bb2d95e.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1738fee9-b1481579.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/173a9b33-55f4fe08.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/175366ff-905a2215.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/176348dc-6fa14aef.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1766ce0c-5c8e2311.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/17788687-5444fe2d.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1784d67b-6b223914.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/178758a1-1016fb96.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/178e47e1-c61bda09.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/178e47e1-dd196521.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1791ed67-bba461e5.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1797ecb1-84ee3c11.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1797ecb1-d3260b6f.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1797ecb1-da1c104f.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1798c5d9-0e584ef1.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/17cc4c34-2d23045f.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/17d4f1b8-aaa10d26.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/17da591c-7bccf941.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/17da591c-992072b4.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/17dd182d-1df6245c.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/17f92c7b-d9e85445.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/17fe4e68-b412023b.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/180e2832-41216079.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/181032f3-9203227f.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/18368c9a-41a3fda9.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/18368c9a-b3082f11.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/18401214-b79f1dab.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/184ebe9e-b16fa814.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/186663a5-c2d88fdc.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/186ca5af-0f2d3069.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/186ca5af-63613442.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/186ca5af-9c1c6524.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/186de1d0-887d548f.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/187631f3-fa0ac1b1.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1878a76c-b31e857c.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/188c58f3-792afc71.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/188f6f0c-3066d074.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/18c35ee9-3d188842.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/18c4d009-23fa8e73.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/18c4d009-ff11950d.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/18c628fe-3de76152.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/18d8d035-ac7fd26d.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/18f3a1ee-e2576552.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/18fab195-e00e5b41.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/18ffa547-583926f2.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1901fa79-ef189940.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/19075a39-5e46ddf4.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/19075a39-683ac1f6.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/19075a39-bde4acc2.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/19125ea4-2960ca39.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/19146696-e35f3f33.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/19247328-465a4620.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/192c097e-cc4072b9.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/193fbaca-8e3aaa2a.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/194058b0-ac0616a6.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/19547e93-ad0d9b91.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/195bdf74-54506d65.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1972b0b1-6e2c13ed.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1979d6e6-1cdab452.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/19855dcc-896af21d.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1989c447-0db38c5b.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1989c447-c88760b5.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/198a70bf-7c19933f.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1990abd7-b8dccca7.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1995546e-1a151441.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1995546e-74a5f248.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/19a966c6-052e8cd7.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/19ace893-ecedd60a.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/19b8e16d-0e3fbc75.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/19bd3229-cb6de8f9.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/19c24a08-6a6c388f.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/19ca7914-cef03921.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/19cec3a6-a2a9e531.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/19d1a281-5bc26ff2.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/19d76936-5534076d.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/19e56249-09c4bbc6.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/19ec0fe4-2a9358a7.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/19eda71d-9e1c3bf2.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/19eda71d-a726fc5a.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/19fc85f7-cc8a5835.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1a026423-b3b0d785.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1a065e0a-cf163192.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1a2e36d4-7f3e8a9c.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1a2f950b-6289c313.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1a378e0c-a52a3b7c.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1a47322a-72fb7390.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1a4d08f6-aec85e96.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1a747661-4e1be05e.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1a7bb587-77cda973.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1a8286c2-11ffd7b4.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1a8286c2-8d848a85.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1a82e710-1c75ddb7.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1a8d12f7-82d13d55.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1aa6dd36-8feb5194.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1aaeea6e-dcbc4e45.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1abddd47-92116c54.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1ac0178c-02ddd606.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1ac0178c-0b259360.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1ac08670-1be8adf8.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1ac141cf-7c4ac16f.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1ac17070-a796f6de.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1ac6f2f2-31ee3927.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1ada33f6-3b1ed6c2.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1ae2d17c-7606a0ea.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1b002152-03520d81.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1b1c23cd-ce98edeb.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1b1d23cb-8ebdbbb2.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1b1e2a5f-7b1c5747.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1b25e371-4672e226.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1b2ae45a-b7eea392.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1b30f76f-242c723b.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1b30f76f-95aa8a06.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1b3ce4e0-dead29eb.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1b42cfb0-8a52b3a2.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1b494861-dddd08c5.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1b508ef4-69e01351.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1b508ef4-79a56787.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1b657c93-e616b559.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1b6d28e7-c44c054b.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1b72216a-f6a15455.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1b7581a0-199de0d8.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1b86fca6-7f67bde5.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1b8ec7c5-453d823a.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1ba5f2b7-9546246a.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1baa9fb6-4f4245fa.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1bd46dc9-95eb67b4.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1beb4677-77bb3de4.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1beb4677-9ddda3c0.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1bf7f3d2-47b83ab9.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1c1dce27-b464948b.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1c1dce27-c1ff9a6f.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1c1f20ab-1a3318b3.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1c1f20ab-8de2110e.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1c20ca7a-e39e2f8a.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1c227a12-ec67af93.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1c22af9e-47800ae3.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1c22af9e-ea98b1d5.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1c26e0ec-05ede6ac.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1c29669f-11476c35.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1c29669f-1237cc57.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1c2a60fd-683437fc.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1c46b12a-d1a97c8d.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1c5408e3-7f24349b.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1c5bbed0-83891ea7.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1c5e9657-2e2a2863.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1c85ae6e-42a5340a.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1ca3eb6c-9762c5e1.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1ca62c7d-9a870383.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1cbaad00-0d1ec921.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1cbc711c-c0f3fc39.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1cc17cef-2eb3926c.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1cc4bae8-8e41cd48.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1cc4bae8-9e755850.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1cc81e2d-0abbbc44.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1cf54809-c6daa5a9.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1cfa6c63-c97511b6.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1d05318d-0faca852.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1d175644-e479d702.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1d20db39-1e1e61c2.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1d23c2dd-969184f5.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1d288842-2221aa63.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1d3f777c-090513bd.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1d469911-17955eba.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1d5d3b01-e3b28f8f.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1d5d5507-96e6de2c.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1d5e05f8-5020f67d.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1d61720e-1f7969df.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1d707fb3-9c1fd08e.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1d73551a-80b89246.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1d741c1a-5eb43a99.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1d80128f-d295dcf5.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1d817150-467e4322.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1d943703-eebd6e07.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1daa3709-d30c33e0.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1dc05de2-e262d86b.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1ddc4424-e21ddea8.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1de119a0-3668f28a.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1de119a0-f155a957.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1e094903-383e03e3.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1e0b7f40-ba59e660.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1e0ede7d-56d8db86.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1e0f054a-b4813169.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1e112eab-439c9c17.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1e112eab-e6a93758.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1e1812c3-72b00b9f.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1e1da166-62a511d0.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1e2d42a4-1941b31d.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1e3d9f83-acb146e9.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1e511f2a-020a611c.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1e5658e1-1b46d458.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1e5658e1-77979865.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1e6d853a-ce238a0e.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1e9fa196-3896a6a2.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1ea051e1-196a437d.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1ea3082f-72d261ef.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1ea8d607-f6b81294.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1ebff716-d0a1e759.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1ec10b7e-fa3453dc.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1ec8e760-de40ab77.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1edfce9c-234eca18.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1edfce9c-46dd3483.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1ee15aed-5ba3eb35.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1ee59ed5-ddd976e2.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1efaaad8-036f052a.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1f082727-d2d0ba27.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1f0b3fdd-b0875990.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1f0d91cf-3b10867b.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1f0fbe36-11ab1a97.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1f20c88b-d7a6e554.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1f20c88b-ffc3c75c.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1f296f3a-1389ffbf.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1f296f3a-4b8a9932.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1f296f3a-fc0d3d95.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1f2c63be-1bdf2164.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1f3c521a-e7b84fcc.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1f44d8f2-6feb2c27.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1f5d6bf1-7e1eadf0.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1f697490-c4a2e9b5.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1f77fb7b-b2957aa2.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1f97c58b-2ad7fce2.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1f99697b-655d0329.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1f99697b-e5640969.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1f99697b-f0202c9c.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1fa65acf-d43367bc.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1fc816f9-95d97c3a.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1fd45411-ee177210.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1fd67a9c-676382b7.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1fd73f56-cdc9a21a.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1fdf9217-47d61d91.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/1ffbc682-25c9e5d8.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/200646db-e9fba9dd.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/2032bc98-e3827882.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/20480609-bb48851d.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/204a2a93-7ee0c2d2.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/204e35f4-add7f143.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/2059dcd1-a3c22ba3.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/205d934f-af939109.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/205fa425-12e46da9.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/205ffabb-165c8beb.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/205ffabb-6c541db0.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/206a28b8-e4154a94.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/2078fbf2-fb7caeed.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/2081ca78-89ca7e40.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/20890376-99c52818.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/20931284-0db2abda.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/20931284-0ffdabc0.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/20931284-3683998c.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/20931284-54468367.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/20931284-d4b0d688.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/209a9827-5936cdd0.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/209f828f-97b77405.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/20a9d23f-f43e0dfd.jpg,fog
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/20b07991-554011b3.jpg,snow
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/20b3b81c-0ae81a55.jpg,rain
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/20b732fc-f8066520.jpg,night
/home/ps/Desktop/major_project/data/yolo/bdd_src/images/20bab8d3-d46202ce.jpg,snow
